ORDER NO	ITEMCODE	UPC CODE	STYLE	GROUP	TOTAL	RESERVED	CONFIRMED	BALANCE
ORD-00012588-1	30013252014	889652488172	SL 534 SUNRISE-014	Sunglass	1	0	1	0
ORD-00012588-1	30013258004	889652387635	SL 51 RIM-004	Sunglass	1	0	1	0
ORD-00012588-1	30013265004	889652387512	SL M98-004	Sunglass	4	0	4	0
ORD-00012588-1	30013280001	889652387130	SL 526-001	Sunglass	1	0	1	0
ORD-00012588-1	30013280004	889652387543	SL 526-004	Sunglass	1	0	1	0
ORD-00012588-1	30013311002	889652388342	SL M104-002	Sunglass	2	0	2	0
ORD-00012588-1	30013311003	889652388359	SL M104-003	Sunglass	3	0	3	0
ORD-00012588-1	30013313003	889652388380	SL M103 OPT-003	Optical Frame	4	0	4	0
ORD-00012588-1	30013317001	889652388786	SL M104 OPT-001	Optical Frame	3	0	2	1
ORD-00012588-1	30013317002	889652388793	SL M104 OPT-002	Optical Frame	3	0	3	0
ORD-00012588-1	30013318003	889652388830	SL M104/F OPT-003	Optical Frame	4	0	4	0
ORD-00012588-1	30013359002	889652388205	SL 529-002	Sunglass	1	0	1	0
ORD-00012588-1	30013367001	889652388267	SL M103-001	Sunglass	3	0	2	1
ORD-00012588-1	30013367003	889652388304	SL M103-003	Sunglass	6	0	6	0
ORD-00012588-1	30013514002	889652396170	SL 537 PALACE-002	Sunglass	7	0	7	0
ORD-00012588-1	30013516001	889652396248	SL 539 PALOMA-001	Sunglass	4	0	4	0
ORD-00012588-1	30013720001	889652404066	SL 550 SLIM-001	Sunglass	1	0	1	0
ORD-00012588-1	30013722006	889652404400	SL 552-006	Sunglass	3	0	3	0
ORD-00012588-1	30013722008	889652508771	SL 552-008	Sunglass	1	0	1	0
ORD-00012588-1	30013722009	889652508788	SL 552-009	Sunglass	1	0	1	0
ORD-00012588-1	30013722010	889652508795	SL 552-010	Sunglass	1	0	1	0
ORD-00012588-1	30013734001	889652405100	SL M109/F-001	Optical Frame	2	0	2	0
ORD-00012588-1	30013734004	889652405131	SL M109/F-004	Optical Frame	3	0	3	0
ORD-00012588-1	30013744001	889652404547	SL 553-001	Sunglass	8	0	4	4
ORD-00012588-1	30013751001	889652405247	SL M110/F-001	Optical Frame	4	0	4	0
ORD-00012588-1	30013751002	889652405254	SL M110/F-002	Optical Frame	4	0	4	0
ORD-00012588-1	30013751004	889652405278	SL M110/F-004	Optical Frame	3	0	3	0
ORD-00012588-1	30013751005	889652405421	SL M110/F-005	Optical Frame	5	0	5	0
ORD-00012588-1	30013751006	889652405476	SL M110/F-006	Optical Frame	2	0	2	0
ORD-00012588-1	30013752001	889652405285	SL M111/F-001	Optical Frame	2	0	2	0
ORD-00012588-1	30013752002	889652405292	SL M111/F-002	Optical Frame	4	0	4	0
ORD-00012588-1	30013752003	889652405308	SL M111/F-003	Optical Frame	3	0	3	0
ORD-00012588-1	30013752004	889652405315	SL M111/F-004	Optical Frame	2	0	2	0
ORD-00012588-1	30013753002	889652405339	SL M112-002	Optical Frame	5	0	5	0
ORD-00012588-1	30013754002	889652405353	SL M113-002	Optical Frame	5	0	5	0
ORD-00012588-1	30013754004	889652405445	SL M113-004	Optical Frame	4	0	4	0
ORD-00012588-1	30013773001	889652407869	SL 555-001	Sunglass	1	0	1	0
ORD-00012588-1	30013781003	889652408224	SL 558-003	Sunglass	1	0	1	0
ORD-00012588-1	30013784003	889652408637	SL 560-003	Sunglass	1	0	1	0
ORD-00012588-1	30014006001	889652418209	SL 569 Y-001	Sunglass	1	0	1	0
ORD-00012588-1	30014007002	889652418223	SL 570-002	Sunglass	1	0	1	0
ORD-00012588-1	30014068003	889652420363	SL 572-003	Sunglass	1	0	1	0
ORD-00012588-1	30014070001	889652420059	SL 573-001	Sunglass	1	0	1	0
ORD-00012588-1	30014070002	889652420066	SL 573-002	Sunglass	3	0	3	0
ORD-00012588-1	30014070003	889652420073	SL 573-003	Sunglass	4	0	4	0
ORD-00012588-1	30014070006	889652437217	SL 573-006	Sunglass	2	0	2	0
ORD-00012588-1	30014072002	889652429366	SL 592-002	Sunglass	2	0	2	0
ORD-00012588-1	30014072004	889652429380	SL 592-004	Sunglass	8	0	4	4
ORD-00012588-1	30014072005	889652429397	SL 592-005	Sunglass	5	0	5	0
ORD-00012588-1	30014074001	889652429410	SL 593-001	Sunglass	2	0	2	0
ORD-00012588-1	30014074002	889652429427	SL 593-002	Sunglass	2	0	2	0
ORD-00012588-1	30014074003	889652429434	SL 593-003	Sunglass	4	0	4	0
ORD-00012588-1	30014122001	889652421186	SL M115-001	Sunglass	3	0	3	0
ORD-00012588-1	30014122002	889652421193	SL M115-002	Sunglass	8	0	3	5
ORD-00012588-1	30014122003	889652421209	SL M115-003	Sunglass	1	0	1	0
ORD-00012588-1	30014122004	889652421230	SL M115-004	Sunglass	1	0	1	0
ORD-00012588-1	30014122005	889652430904	SL M115-005	Sunglass	4	0	2	2
ORD-00012588-1	30014127001	889652420943	SL 586-001	Sunglass	4	0	3	1
ORD-00012588-1	30014131001	889652421124	SL 591-001	Sunglass	3	0	3	0
ORD-00012588-1	30014265002	889652430263	SL M119 BLAZE-002	Sunglass	20	0	9	11
ORD-00012588-1	30014272001	889652429205	SL 309 M-001	Sunglass	2	0	2	0
ORD-00012588-1	30014272002	889652429212	SL 309 M-002	Sunglass	1	0	1	0
ORD-00012588-1	30014272004	889652429236	SL 309 M-004	Sunglass	2	0	2	0
ORD-00012588-1	30014272006	889652429250	SL 309 M-006	Sunglass	1	0	1	0
ORD-00012588-1	30014305003	889652429687	SL 596 DUNE-003	Sunglass	3	0	3	0
ORD-00012588-1	30014610002	889652444796	SL 611-002	Sunglass	1	0	1	0
ORD-00012588-1	30014611003	889652444888	SL 628-003	Sunglass	1	0	1	0
ORD-00012588-1	30014621001	889652446189	SL M124-001	Sunglass	2	0	2	0
ORD-00012588-1	30014627001	889652445342	SL 610/F-001	Sunglass	1	0	1	0
ORD-00012588-1	30014634001	889652446042	SL 626-001	Optical Frame	2	0	2	0
ORD-00012588-1	30014634003	889652446066	SL 626-003	Optical Frame	2	0	2	0
ORD-00012588-1	30014636001	889652446141	SL 627-001	Optical Frame	2	0	2	0
ORD-00012588-1	30014637001	889652445823	SL 623-001	Sunglass	2	0	2	0
ORD-00012588-1	30014637002	889652445830	SL 623-002	Sunglass	2	0	2	0
ORD-00012588-1	30014640001	889652445441	SL 616-001	Optical Frame	2	0	2	0
ORD-00012588-1	30014640002	889652445458	SL 616-002	Optical Frame	3	0	3	0
ORD-00012588-1	30014640003	889652445465	SL 616-003	Optical Frame	2	0	2	0
ORD-00012588-1	30014641001	889652445489	SL 617-001	Sunglass	2	0	2	0
ORD-00012588-1	30014641002	889652445496	SL 617-002	Sunglass	2	0	2	0
ORD-00012588-1	30014641004	889652445519	SL 617-004	Sunglass	1	0	1	0
ORD-00012588-1	30014645002	889652445939	SL 624-002	Optical Frame	2	0	2	0
ORD-00012588-1	30014647005	889652445571	SL 619-005	Sunglass	1	0	1	0
ORD-00012588-1	30014647006	889652445588	SL 619-006	Sunglass	1	0	1	0
ORD-00012588-1	30014649001	889652445595	SL 620-001	Sunglass	1	0	1	0
ORD-00012588-1	30014649002	889652445601	SL 620-002	Sunglass	1	0	1	0
ORD-00012588-1	30014649005	889652445632	SL 620-005	Sunglass	2	0	2	0
ORD-00012588-1	30014746001	889652453545	SL 641-001	Sunglass	6	0	3	3
ORD-00012588-1	30014746002	889652453552	SL 641-002	Sunglass	1	0	1	0
ORD-00012588-1	30014746006	889652453590	SL 641-006	Sunglass	2	0	2	0
ORD-00012588-1	30014747005	889652453644	SL 642-005	Sunglass	1	0	1	0
ORD-00012588-1	30014748001	889652453651	SL 643-001	Optical Frame	2	0	2	0
ORD-00012588-1	30014748004	889652453682	SL 643-004	Optical Frame	2	0	2	0
ORD-00012588-1	30014748005	889652453699	SL 643-005	Optical Frame	4	0	4	0
ORD-00012588-1	30014749001	889652453361	SL 638-001	Sunglass	1	0	1	0
ORD-00012588-1	30014750003	889652453477	SL 639-003	Sunglass	1	0	1	0
ORD-00012588-1	30014751002	889652453514	SL 640-002	Optical Frame	3	0	3	0
ORD-00012588-1	30014751003	889652453521	SL 640-003	Optical Frame	2	0	2	0
ORD-00012588-1	30014751004	889652453538	SL 640-004	Optical Frame	2	0	2	0
ORD-00012588-1	30014753001	889652454009	SL M127/F-001	Sunglass	2	0	2	0
ORD-00012588-1	30014753003	889652454023	SL M127/F-003	Sunglass	1	0	1	0
ORD-00012588-1	30014754006	889652454092	SL M128-006	Optical Frame	2	0	2	0
ORD-00012588-1	30014754009	889652454610	SL M128-009	Optical Frame	2	0	2	0
ORD-00012588-1	30014756004	889652453767	SL 644/F-004	Optical Frame	2	0	2	0
ORD-00012588-1	30014760001	889652453415	SL 638 OPT-001	Optical Frame	2	0	2	0
ORD-00012588-1	30014760002	889652453422	SL 638 OPT-002	Optical Frame	2	0	2	0
ORD-00012588-1	30014760004	889652454184	SL 638 OPT-004	Optical Frame	2	0	2	0
ORD-00012588-1	30014760005	889652453446	SL 638 OPT-005	Optical Frame	2	0	2	0
ORD-00012588-1	30014761001	889652454160	SL M130-001	Sunglass	1	0	1	0
ORD-00012588-1	30014761002	889652454474	SL M130-002	Sunglass	2	0	1	1
ORD-00012588-1	30014761004	889652454498	SL M130-004	Sunglass	3	0	3	0
ORD-00012588-1	30014762002	889652454535	SL M130/F-002	Sunglass	1	0	1	0
ORD-00012588-1	30014958003	889652475066	SL 650 MONCEAU-003	Sunglass	1	0	1	0
ORD-00012588-1	30014960001	889652475127	SL 614 MASK-001	Sunglass	1	0	1	0
ORD-00012588-1	30014963001	889652475288	SL 654-001	Sunglass	2	0	2	0
ORD-00012588-1	30015232001	889652484877	SL 689-001	Sunglass	1	0	1	0
ORD-00012588-1	30015232004	889652484907	SL 689-004	Sunglass	1	0	1	0
ORD-00012588-1	30015232006	889652484921	SL 689-006	Sunglass	1	0	1	0
ORD-00012588-1	30015233001	889652484938	SL 690 DUST-001	Sunglass	1	0	1	0
ORD-00012588-1	30015236002	889652485089	SL 658-002	Sunglass	1	0	1	0
ORD-00012588-1	30015236003	889652485096	SL 658-003	Sunglass	1	0	1	0
ORD-00012588-1	30015237002	889652485263	SL 659-002	Sunglass	1	0	1	0
ORD-00012588-1	30015238002	889652485300	SL 660-002	Sunglass	1	0	1	0
ORD-00012588-1	30015238003	889652485317	SL 660-003	Sunglass	1	0	1	0
ORD-00012588-1	30015238004	889652485324	SL 660-004	Sunglass	2	0	2	0
ORD-00012588-1	30015240001	889652485331	SL 660/F-001	Sunglass	3	0	3	0
ORD-00012588-1	30015240003	889652485355	SL 660/F-003	Sunglass	1	0	1	0
ORD-00012588-1	30015242003	889652485423	SL 662-003	Sunglass	1	0	1	0
ORD-00012588-1	30015246005	889652489476	SL 665-005	Sunglass	1	0	1	0
ORD-00012588-1	30015249004	889652487038	SL 667-004	Sunglass	1	0	1	0
ORD-00012588-1	30015250001	889652487090	SL 667 OPT-001	Optical Frame	3	0	3	0
ORD-00012588-1	30015250003	889652487113	SL 667 OPT-003	Optical Frame	3	0	3	0
ORD-00012588-1	30015251002	889652487137	SL 668-002	Sunglass	1	0	1	0
ORD-00012588-1	30015251003	889652487144	SL 668-003	Sunglass	1	0	1	0
ORD-00012588-1	30015273003	889652487250	SL M131-003	Sunglass	1	0	1	0
ORD-00012588-1	30015296005	889652489148	SL 674-005	Sunglass	1	0	1	0
ORD-00012588-1	30015296006	889652489162	SL 674-006	Sunglass	1	0	1	0
ORD-00012588-1	30015298004	889652489179	SL 675-004	Sunglass	1	0	1	0
ORD-00012588-1	30015298005	889652489186	SL 675-005	Sunglass	1	0	1	0
ORD-00012588-1	30015299005	889652489216	SL 676-005	Sunglass	1	0	1	0
ORD-00012588-1	30015338001	889652490557	SL 692-001	Sunglass	1	0	1	0
ORD-00012588-1	30015342001	889652490908	SL 697-001	Sunglass	1	0	1	0
ORD-00012588-1	30015342002	889652490915	SL 697-002	Sunglass	1	0	1	0
ORD-00012588-1	30015342003	889652490922	SL 697-003	Sunglass	1	0	1	0
ORD-00012588-1	30015344005	889652490762	SL 635 ACETATE-005	Sunglass	1	0	1	0
ORD-00012588-1	30015647001	889652506920	SL 652/F SOLACE-001	Sunglass	1	0	1	0
ORD-00012588-1	30015647002	889652506937	SL 652/F SOLACE-002	Sunglass	1	0	1	0
ORD-00012588-1	30015705001	889652508665	SL 703-001	Sunglass	1	0	1	0
ORD-00012588-1	30015705002	889652508672	SL 703-002	Sunglass	1	0	1	0
ORD-00012588-1	30015705003	889652508689	SL 703-003	Sunglass	1	0	1	0
ORD-00012588-1	30015705004	889652508696	SL 703-004	Sunglass	1	0	1	0
ORD-00012588-1	30015709001	889652508627	SL 702-001	Sunglass	1	0	1	0
ORD-00012588-1	30015709002	889652508634	SL 702-002	Sunglass	1	0	1	0
ORD-00012588-1	30015709003	889652508641	SL 702-003	Sunglass	1	0	1	0
ORD-00012588-1	30015709004	889652508658	SL 702-004	Sunglass	1	0	1	0
ORD-00012588-1	30013265001	889652387239	SL M98-001	Sunglass	5	0	5	0
ORD-00012588-1	30014072001	889652429359	SL 592-001	Sunglass	3	0	3	0
ORD-00012588-1	30014272008	889652429274	SL 309 M-008	Sunglass	2	0	2	0
ORD-00012588-1	30013280002	889652387154	SL 526-002	Sunglass	2	0	2	0
